Real,Baseline_Dummy,Baseline_Taxa_Media,Regressao_Linear,Random_Forest
2,0.4524647887323944,0.2645746749532924,0.1876153375403949,0.05
1,0.4524647887323944,0.17638311663552828,0.1435767988675451,0.27
0,0.4524647887323944,0.7055324665421131,-0.4687192300490129,0.05
0,0.4524647887323944,1.1170930720250123,0.229483959292462,0.3
0,0.4524647887323944,0.058794372211842756,0.06193910825212183,0.0
0,0.4524647887323944,0.029397186105921378,-0.30885043142830204,0.03
8,0.4524647887323944,1.70503679414344,4.398165205849498,2.82
0,0.4524647887323944,0.2645746749532924,0.10155298471858724,0.07
1,0.4524647887323944,0.9995043276013269,1.7521288303609612,1.02
2,0.4524647887323944,5.4678766157013765,5.508058594824224,6.49
0,0.4524647887323944,0.9995043276013269,2.035852544735844,3.22
0,0.4524647887323944,0.7937240248598773,2.110282005830559,1.64
0,0.4524647887323944,1.1170930720250123,1.0661142214101562,1.06
0,0.4524647887323944,2.469363632897396,2.583344550491836,3.8
0,0.4524647887323944,0.9995043276013269,0.38243973069754583,0.79
0,0.4524647887323944,1.2640790025546194,0.8657102812948752,1.1
0,0.4524647887323944,1.1170930720250123,0.42523186029902604,1.06
4,0.4524647887323944,1.1464902581309337,0.8806644488893285,0.9
0,0.4524647887323944,1.0289015137072481,-0.28764287980550945,0.06
0,0.4524647887323944,0.32336904716513515,-0.027526766711653605,0.12
0,0.4524647887323944,0.08819155831776414,0.018593882872280976,0.0
0,0.4524647887323944,0.47035497769474205,0.054694507841635015,0.82
0,0.4524647887323944,0.1469859305296069,0.06542852572541487,0.08
0,0.4524647887323944,0.85251839707172,0.9966873611257123,1.24
0,0.4524647887323944,0.8231212109657986,0.779513130935592,0.39
0,0.4524647887323944,1.234681816448698,0.8133431487963398,0.75
0,0.4524647887323944,0.2645746749532924,0.05699814291042414,0.02
0,0.4524647887323944,0.17638311663552828,0.4287135815192916,1.04
0,0.4524647887323944,0.3821634193769779,0.2289218078795134,0.18
0,0.4524647887323944,0.08819155831776414,0.08284869039770851,0.0
0,0.4524647887323944,0.17638311663552828,0.17593945828305912,0.12
0,0.4524647887323944,0.058794372211842756,0.0667100665339363,0.0
0,0.4524647887323944,0.08819155831776414,0.022300913033841963,0.0
3,0.4524647887323944,0.1469859305296069,0.38164379471680115,0.38
1,0.4524647887323944,0.2645746749532924,-0.13239900079307243,0.01
0,0.4524647887323944,0.058794372211842756,0.06494444391853613,0.0
0,0.4524647887323944,0.8819155831776413,-1.286802894125389,0.17
0,0.4524647887323944,0.11758874442368551,0.16496501186359852,0.17
0,0.4524647887323944,1.793228352461204,-0.2630917430720595,0.58
0,0.4524647887323944,0.7055324665421131,-0.3292864598312078,0.03
0,0.4524647887323944,0.23517748884737102,0.3503928753036059,0.55
1,0.4524647887323944,6.261600640561253,5.142059545021833,5.12
1,0.4524647887323944,0.5585465360125061,0.9879470383743842,0.25
1,0.4524647887323944,1.940214282990811,1.3465875244693548,1.0
3,0.4524647887323944,3.9392229381934647,-0.4177304177760511,2.01
0,0.4524647887323944,0.6467380943302703,1.608787532865674,2.11
0,0.4524647887323944,0.058794372211842756,0.0718483044664778,0.0
0,0.4524647887323944,0.32336904716513515,0.48960729948706533,0.2
6,0.4524647887323944,2.7927326800625307,0.1173381537486501,3.4
0,0.4524647887323944,0.9701071414954054,2.108961314221296,2.97
1,0.4524647887323944,0.23517748884737102,0.3619510713177453,0.83
0,0.4524647887323944,1.8520227246730467,0.18034886753399593,1.32
0,0.4524647887323944,0.11758874442368551,0.06541065416497638,0.01
1,0.4524647887323944,0.17638311663552828,-0.006686262364036688,0.0
0,0.4524647887323944,0.17638311663552828,-0.13122078884806837,0.0
2,0.4524647887323944,0.47035497769474205,-0.13126076023290595,0.12
0,0.4524647887323944,0.17638311663552828,0.015068468775840477,0.03
1,0.4524647887323944,1.469859305296069,1.355047825183897,1.96
0,0.4524647887323944,0.2939718610592138,0.18398256222116663,0.04
0,0.4524647887323944,1.1170930720250123,1.310204725848412,0.93
0,0.4524647887323944,0.6467380943302703,0.6945257453086091,1.49
0,0.4524647887323944,0.3821634193769779,-0.15359013985085657,0.0
0,0.4524647887323944,0.029397186105921378,-0.0957655368043141,0.0
0,0.4524647887323944,0.2645746749532924,0.49328977929791534,0.3
0,0.4524647887323944,0.5585465360125061,2.102348994833098,1.39
0,0.4524647887323944,0.5879437221184276,1.2691474740113082,1.67
0,0.4524647887323944,0.1469859305296069,0.2640774214500118,0.02
0,0.4524647887323944,0.11758874442368551,-0.02782100076940791,0.0
0,0.4524647887323944,1.1170930720250123,0.8569957196467943,0.97
0,0.4524647887323944,0.2939718610592138,0.15504202875111864,0.07
0,0.4524647887323944,0.08819155831776414,0.14216439707273246,0.02
0,0.4524647887323944,0.11758874442368551,0.0687048996081735,0.08
0,0.4524647887323944,0.9701071414954054,2.0656597950698594,2.25
1,0.4524647887323944,0.23517748884737102,0.48456918298175305,0.79
1,0.4524647887323944,1.0289015137072481,1.67416089721061,1.91
0,0.4524647887323944,0.11758874442368551,0.06660904788086716,0.0
0,0.4524647887323944,0.058794372211842756,0.016718738007883732,0.01
3,0.4524647887323944,2.469363632897396,2.368081316625858,1.97
0,0.4524647887323944,0.17638311663552828,-0.11890396766287664,0.0
0,0.4524647887323944,0.6467380943302703,0.40191482137004864,0.91
1,0.4524647887323944,0.3821634193769779,0.9957553992091994,0.6
0,0.4524647887323944,0.85251839707172,0.7971772445243444,1.62
0,0.4524647887323944,0.058794372211842756,0.06504423532409585,0.0
3,0.4524647887323944,0.3821634193769779,0.5082863102694195,0.63
0,0.4524647887323944,0.2645746749532924,0.5558944570916362,0.13
0,0.4524647887323944,1.322873374766462,0.6639810720563104,0.97
1,0.4524647887323944,2.175391771838182,0.8632992067998246,0.67
1,0.4524647887323944,0.2645746749532924,0.0679717305681211,0.3
2,0.4524647887323944,1.8814199107789682,5.418987572505614,8.8
1,0.4524647887323944,0.9995043276013269,2.2754146383426783,3.24
0,0.4524647887323944,0.7937240248598773,0.30907453830055487,1.31
0,0.4524647887323944,1.234681816448698,0.18562051867795726,0.61
0,0.4524647887323944,0.11758874442368551,0.06572473785452371,0.0
3,0.4524647887323944,18.402638502306782,9.667283480952248,19.18
0,0.4524647887323944,0.85251839707172,0.2906120439007157,0.34
0,0.4524647887323944,0.3821634193769779,-0.030365209371108953,0.05
0,0.4524647887323944,0.35276623327105655,-0.2953990735332757,0.02
0,0.4524647887323944,0.8819155831776413,0.8392506830605586,1.92
0,0.4524647887323944,2.469363632897396,-0.8498242115085057,0.92
0,0.4524647887323944,0.4115606054828993,-0.18041161418284257,0.03
3,0.4524647887323944,0.5291493499065848,1.2107194271430834,0.67
0,0.4524647887323944,0.11758874442368551,0.1982785752774797,0.34
26,0.4524647887323944,3.086704541121745,6.650872680279776,5.7
0,0.4524647887323944,0.17638311663552828,0.009041239102843712,0.0
1,0.4524647887323944,1.9696114690967323,0.9610734550415241,1.63
1,0.4524647887323944,0.7055324665421131,0.5862336439538025,0.96
0,0.4524647887323944,0.11758874442368551,0.07970051214584647,0.16
0,0.4524647887323944,0.47035497769474205,0.8080287858880315,0.18
0,0.4524647887323944,0.1469859305296069,0.18223603903353483,0.05
4,0.4524647887323944,4.291989171464521,-0.09344607757658491,0.44
0,0.4524647887323944,0.49975216380066345,0.6563222117087832,2.92
0,0.4524647887323944,0.49975216380066345,-0.20513310432894788,0.09
0,0.4524647887323944,0.08819155831776414,0.0726265070392795,0.0
0,0.4524647887323944,0.3821634193769779,0.8813132050371837,1.11
0,0.4524647887323944,1.2052846303427764,2.3087157557607396,2.28
2,0.4524647887323944,1.3522705608723833,0.6955133090706305,0.29
0,0.4524647887323944,0.20578030274144965,0.09444276069822241,0.0
0,0.4524647887323944,0.6761352804361916,-0.06635806065752697,0.11
0,0.4524647887323944,0.029397186105921378,0.12732662920643786,0.0
0,0.4524647887323944,0.2939718610592138,-0.007842973437812512,0.2
0,0.4524647887323944,0.08819155831776414,0.1370013619371085,0.02
0,0.4524647887323944,0.2645746749532924,0.02711284361868388,0.0
1,0.4524647887323944,0.7349296526480344,1.1900981582391996,0.33
4,0.4524647887323944,3.3512792160750373,4.735794978887746,3.76
0,0.4524647887323944,0.23517748884737102,-0.19589802758378494,0.01
2,0.4524647887323944,1.8814199107789682,3.3910466625542095,2.16
4,0.4524647887323944,0.4115606054828993,0.6804685393767512,0.86
0,0.4524647887323944,0.23517748884737102,0.07657659060520924,0.12
3,0.4524647887323944,1.7344339802493614,1.2600410786273493,0.9
0,0.4524647887323944,0.029397186105921378,0.10844163891613715,0.0
0,0.4524647887323944,2.4399664467914746,2.36485787133357,2.35
2,0.4524647887323944,4.05681168261715,5.305636150082472,3.4
0,0.4524647887323944,0.029397186105921378,0.12513261928963432,0.0
12,0.4524647887323944,7.3492965264803445,7.124535456778015,5.38
0,0.4524647887323944,0.7937240248598773,1.0359623221985947,0.85
4,0.4524647887323944,5.350287871277691,6.45499542737241,4.14
0,0.4524647887323944,0.47035497769474205,0.29729813543232575,1.19
1,0.4524647887323944,6.085217523925725,0.9796806838932199,1.88
0,0.4524647887323944,0.7349296526480344,0.03940180275810817,0.74
0,0.4524647887323944,0.2645746749532924,0.38617165391761255,0.45
4,0.4524647887323944,0.8819155831776413,0.859460520607793,1.05
0,0.4524647887323944,0.5585465360125061,1.5993633769669535,1.69
0,0.4524647887323944,0.2939718610592138,0.289035861849679,0.74
0,0.4524647887323944,0.2645746749532924,0.05450691689547554,0.38
0,0.4524647887323944,0.11758874442368551,0.16585626045706364,0.05
0,0.4524647887323944,0.6467380943302703,0.8502256743354974,0.67
0,0.4524647887323944,0.47035497769474205,-0.6420741283145555,0.0
0,0.4524647887323944,0.20578030274144965,-0.04282931590019434,0.0
0,0.4524647887323944,1.4404621191901474,1.45712944644572,0.78
0,0.4524647887323944,0.029397186105921378,0.12275788015815381,0.0
0,0.4524647887323944,0.17638311663552828,0.16055502266039848,0.02
0,0.4524647887323944,0.35276623327105655,0.4893328074005636,0.55
0,0.4524647887323944,0.44095779158882065,1.0764644975720072,0.76
0,0.4524647887323944,0.23517748884737102,0.12734104870138405,0.24
0,0.4524647887323944,0.058794372211842756,0.06396000084471723,0.0
0,0.4524647887323944,0.029397186105921378,0.1266839049773771,0.0
0,0.4524647887323944,0.617340908224349,0.20545318909537238,0.25
0,0.4524647887323944,0.029397186105921378,0.1038083239566386,0.0
1,0.4524647887323944,2.3517748884737104,2.258432433517249,3.22
0,0.4524647887323944,0.029397186105921378,-0.11435211884763469,0.0
1,0.4524647887323944,0.08819155831776414,0.13694192890892934,0.1
0,0.4524647887323944,0.4115606054828993,0.3844788622887305,0.39
3,0.4524647887323944,1.6168452358256757,5.588808391157299,8.79
1,0.4524647887323944,0.11758874442368551,0.0664716208506444,0.26
1,0.4524647887323944,0.17638311663552828,0.26548862888211877,0.2
2,0.4524647887323944,2.3517748884737104,0.3778789342694332,1.11
0,0.4524647887323944,0.7055324665421131,1.5566451493849518,0.89
1,0.4524647887323944,2.469363632897396,1.7336362137372443,2.01
0,0.4524647887323944,0.44095779158882065,0.5183636133470635,0.14
0,0.4524647887323944,0.058794372211842756,0.0637178273389362,0.01
0,0.4524647887323944,0.17638311663552828,0.2173619831743208,0.1
1,0.4524647887323944,1.6756396080375187,2.640775196078968,2.24
1,0.4524647887323944,0.49975216380066345,-0.05116730236261835,0.57
0,0.4524647887323944,0.08819155831776414,0.020320824162086915,0.0
0,0.4524647887323944,5.026918824112555,1.8149697412625594,2.23
2,0.4524647887323944,2.645746749532924,2.8256110590095598,2.01
6,0.4524647887323944,3.2924848438631944,1.7716165174697158,2.59
0,0.4524647887323944,1.3522705608723833,0.7621519728093695,0.49
0,0.4524647887323944,0.1469859305296069,0.11909892867031165,0.08
7,0.4524647887323944,1.8814199107789682,4.863746705042244,4.81
0,0.4524647887323944,0.4115606054828993,0.36525767535174225,0.68
0,0.4524647887323944,0.2645746749532924,0.044583781802935374,0.05
0,0.4524647887323944,0.08819155831776414,0.0778129322026036,0.11
13,0.4524647887323944,3.263087657757273,2.2876750490334765,2.21
3,0.4524647887323944,0.9995043276013269,-0.014956815787742883,0.71
8,0.4524647887323944,1.5874480497197545,1.4953842750114958,1.49
13,0.4524647887323944,1.6756396080375187,2.4241982900692496,1.73
14,0.4524647887323944,3.263087657757273,2.5316134914777044,1.55
0,0.4524647887323944,0.5585465360125061,0.49496120997469634,0.29
1,0.4524647887323944,0.7643268387539558,0.09735937087987673,1.27
2,0.4524647887323944,0.5291493499065848,-0.19806635699037262,0.06
0,0.4524647887323944,0.6761352804361916,0.601566694927838,1.08
0,0.4524647887323944,0.058794372211842756,0.030357322226736455,0.0
0,0.4524647887323944,0.17638311663552828,0.15700598509550812,0.25
0,0.4524647887323944,0.3821634193769779,0.42926654642625456,0.05
3,0.4524647887323944,2.2635833301559463,6.225137102157103,7.68
0,0.4524647887323944,0.7055324665421131,0.7365806332326956,0.89
2,0.4524647887323944,0.49975216380066345,0.5796847627536883,0.34
0,0.4524647887323944,0.08819155831776414,0.013846268265125222,0.0
0,0.4524647887323944,0.5291493499065848,0.911850070248498,1.35
1,0.4524647887323944,0.49975216380066345,0.922075406858156,0.79
0,0.4524647887323944,0.029397186105921378,0.10252767014258117,0.0
0,0.4524647887323944,0.8231212109657986,1.4958212545193237,1.02
53,0.4524647887323944,29.779349525298358,44.19992456065226,41.15
1,0.4524647887323944,0.617340908224349,1.3528526180330207,0.96
0,0.4524647887323944,0.20578030274144965,-0.0005353592576248234,0.5
0,0.4524647887323944,1.4992564914019904,6.399172490868152,8.29
0,0.4524647887323944,1.1170930720250123,1.2447284944416208,0.58
0,0.4524647887323944,0.2939718610592138,0.3208385172504972,0.07
0,0.4524647887323944,0.08819155831776414,-0.014574163801775175,0.0
0,0.4524647887323944,0.20578030274144965,0.5389748178144267,0.1
0,0.4524647887323944,0.8231212109657986,0.9701328361746229,0.79
0,0.4524647887323944,0.44095779158882065,0.4617271799006858,0.22
0,0.4524647887323944,0.7055324665421131,-0.15737426497914425,0.4
0,0.4524647887323944,0.2645746749532924,0.35015532803639815,0.36
3,0.4524647887323944,1.0289015137072481,1.5655931692503304,0.78
1,0.4524647887323944,0.6761352804361916,0.5746920734458443,0.31
0,0.4524647887323944,2.087200213520418,1.2445946023593222,0.29
0,0.4524647887323944,0.7055324665421131,0.20517059756739664,0.33
2,0.4524647887323944,1.9108170968848897,4.038436932316893,4.12
0,0.4524647887323944,0.08819155831776414,0.080958842468905,0.01
0,0.4524647887323944,0.11758874442368551,-0.026135688281468894,0.0
0,0.4524647887323944,0.11758874442368551,0.16768960395819793,0.14
0,0.4524647887323944,0.35276623327105655,0.8797524341160834,0.21
0,0.4524647887323944,1.1758874442368552,0.4879810447036606,0.8
0,0.4524647887323944,1.2640790025546194,-1.2022805763360307,0.1
0,0.4524647887323944,0.058794372211842756,0.06516237629974495,0.0
0,0.4524647887323944,1.4404621191901474,0.5731223161180052,0.64
0,0.4524647887323944,1.5874480497197545,0.30666791505360247,0.23
0,0.4524647887323944,1.4992564914019904,5.262081812267238,5.59
0,0.4524647887323944,0.2645746749532924,0.030302716017491738,0.05
0,0.4524647887323944,0.029397186105921378,-0.11526513143526185,0.02
0,0.4524647887323944,0.08819155831776414,0.08250025964541943,0.0
2,0.4524647887323944,1.7638311663552826,1.1244662300693669,4.49
3,0.4524647887323944,2.4399664467914746,3.4755792379630996,4.36
0,0.4524647887323944,0.9701071414954054,0.010251618329165102,0.08
1,0.4524647887323944,2.6751439356388453,1.0775705760999466,1.41
0,0.4524647887323944,0.20578030274144965,-0.017426195781065856,0.01
0,0.4524647887323944,0.11758874442368551,0.16204060435549242,0.06
1,0.4524647887323944,0.5291493499065848,0.35854508988415934,0.25
0,0.4524647887323944,0.2645746749532924,0.19643618489570547,0.13
0,0.4524647887323944,0.11758874442368551,0.2563475359147099,0.25
0,0.4524647887323944,0.617340908224349,0.6946484921945755,0.32
0,0.4524647887323944,0.32336904716513515,-0.1921115398328318,0.15
0,0.4524647887323944,0.17638311663552828,0.13477089664056546,0.03
2,0.4524647887323944,2.0578030274144963,3.5144926992088235,3.08
0,0.4524647887323944,0.44095779158882065,0.8583086958274082,1.33
0,0.4524647887323944,0.1469859305296069,0.03222955476513528,0.0
0,0.4524647887323944,0.7937240248598773,2.005458096542209,1.91
7,0.4524647887323944,2.3517748884737104,3.5555174601114663,2.77
0,0.4524647887323944,0.35276623327105655,0.5334452621386863,0.21
0,0.4524647887323944,0.9701071414954054,0.9402254010161217,1.06
0,0.4524647887323944,0.17638311663552828,0.19478181007072337,0.08
0,0.4524647887323944,0.17638311663552828,0.662689974214631,0.5
0,0.4524647887323944,0.5585465360125061,0.3000635833919317,0.17
1,0.4524647887323944,5.850040035078354,2.912286057479709,4.1
0,0.4524647887323944,2.4399664467914746,3.129501020302704,4.45
0,0.4524647887323944,0.2645746749532924,-0.12232743809640723,0.0
1,0.4524647887323944,1.234681816448698,1.1823003070453644,1.19
4,0.4524647887323944,1.6462424219315972,5.984202412383284,4.99
1,0.4524647887323944,4.350783543676364,3.128445144378729,2.29
0,0.4524647887323944,0.11758874442368551,0.06976866992599431,0.02
0,0.4524647887323944,0.058794372211842756,0.07481851012802174,0.0
1,0.4524647887323944,0.7055324665421131,0.502972195908621,1.65
0,0.4524647887323944,0.029397186105921378,0.044917997544074634,0.0
0,0.4524647887323944,0.44095779158882065,-0.19326204951259712,0.54
0,0.4524647887323944,0.7055324665421131,0.5877233448064351,1.17
1,0.4524647887323944,1.087695885919091,0.5735682293134696,0.98
0,0.4524647887323944,0.08819155831776414,0.019987608302090565,0.0
0,0.4524647887323944,1.4110649330842262,-1.41149696681381,0.29
0,0.4524647887323944,0.23517748884737102,0.23294063616860639,0.18
0,0.4524647887323944,0.23517748884737102,0.4602961746976575,0.1
0,0.4524647887323944,2.2929805162618675,1.8424943910553828,2.2
1,0.4524647887323944,1.1758874442368552,0.41703336032284827,0.69
0,0.4524647887323944,0.029397186105921378,-0.08403568644232806,0.0
2,0.4524647887323944,2.2635833301559463,2.3421918670284416,2.6
0,0.4524647887323944,0.08819155831776414,0.07411951886594038,0.11
1,0.4524647887323944,0.4115606054828993,-0.13209853563356427,0.24
0,0.4524647887323944,0.058794372211842756,0.07405047954363259,0.0
0,0.4524647887323944,0.32336904716513515,0.4301747232995813,0.43
0,0.4524647887323944,1.234681816448698,-0.03888523241867031,0.09
1,0.4524647887323944,3.116101727227666,5.567262178748072,4.28
0,0.4524647887323944,0.23517748884737102,0.5185428771372984,0.43
0,0.4524647887323944,0.5585465360125061,0.3260812901660777,0.06
0,0.4524647887323944,0.17638311663552828,-0.003883431037735502,0.01
0,0.4524647887323944,0.23517748884737102,0.23900347604167083,0.23
1,0.4524647887323944,0.2645746749532924,0.07335035740496647,0.0
2,0.4524647887323944,0.35276623327105655,0.4278449521776882,0.21
0,0.4524647887323944,0.1469859305296069,0.2813970497315865,0.13
12,0.4524647887323944,5.526670987913219,9.948474169909364,6.72
3,0.4524647887323944,2.969115796698059,7.0820003928103805,7.64
4,0.4524647887323944,1.234681816448698,4.743767148500002,9.15
2,0.4524647887323944,3.7628398215579364,2.2095427016207023,2.03
0,0.4524647887323944,0.35276623327105655,0.41742675799966433,0.15
0,0.4524647887323944,0.11758874442368551,0.07602821748624154,0.16
0,0.4524647887323944,2.9103214244862166,0.6462930363743897,1.73
6,0.4524647887323944,1.2934761886605406,3.9102352905808853,9.68
0,0.4524647887323944,0.1469859305296069,0.1531820103670708,0.34
0,0.4524647887323944,1.087695885919091,-0.524500599589764,0.07
0,0.4524647887323944,0.5291493499065848,1.3895498745000119,1.16
3,0.4524647887323944,4.879932893582949,6.51692586872786,3.34
1,0.4524647887323944,0.3821634193769779,1.1319492682356693,2.26
1,0.4524647887323944,6.526175315514546,-2.081665609763786,1.09
18,0.4524647887323944,7.67266557364548,14.733670847425788,12.43
0,0.4524647887323944,0.32336904716513515,0.39619237545016794,1.07
0,0.4524647887323944,0.08819155831776414,0.06826649155718906,0.07
20,0.4524647887323944,13.316925305982384,14.876136324782882,16.89
0,0.4524647887323944,0.9701071414954054,2.1176979631508086,2.11
0,0.4524647887323944,0.49975216380066345,0.7316016230956279,0.27
0,0.4524647887323944,0.5879437221184276,-0.5648039726426028,0.01
1,0.4524647887323944,0.20578030274144965,0.09914323658536586,0.0
1,0.4524647887323944,0.35276623327105655,-0.09065391025459418,0.11
2,0.4524647887323944,1.0289015137072481,0.7127183189026332,0.88
0,0.4524647887323944,0.49975216380066345,0.9374928523800476,0.19
1,0.4524647887323944,3.41007358828688,1.7143950002377149,0.4
9,0.4524647887323944,3.9098257520875435,5.799517141948822,4.37
0,0.4524647887323944,0.7349296526480344,1.1964858882698521,1.7
4,0.4524647887323944,0.9407099553894841,-0.16712410349518309,0.08
10,0.4524647887323944,6.144011896137568,9.881722651158142,7.14
0,0.4524647887323944,0.5879437221184276,0.3823009317488647,0.85
0,0.4524647887323944,0.32336904716513515,-0.20413880509492732,0.2
0,0.4524647887323944,1.9696114690967323,0.34275909982153246,0.7
0,0.4524647887323944,0.1469859305296069,0.14968154687553853,0.06
0,0.4524647887323944,0.029397186105921378,0.12014623327717783,0.0
10,0.4524647887323944,2.4399664467914746,-0.33622267682752577,1.22
0,0.4524647887323944,0.2645746749532924,0.5594517132985874,0.29
0,0.4524647887323944,0.7055324665421131,0.9437231914041786,0.67
0,0.4524647887323944,0.9407099553894841,0.30124421882052566,0.83
0,0.4524647887323944,0.44095779158882065,-0.22005009042885337,0.27
0,0.4524647887323944,0.3821634193769779,0.08613650796881714,0.14
1,0.4524647887323944,4.5271666603118925,3.2772750092794722,3.56
0,0.4524647887323944,0.4115606054828993,-0.15043603063692806,0.07
0,0.4524647887323944,0.058794372211842756,0.011873645222103851,0.11
0,0.4524647887323944,0.029397186105921378,0.12247779719786284,0.0
0,0.4524647887323944,0.47035497769474205,0.16297263721873737,0.65
3,0.4524647887323944,2.969115796698059,3.2801736089290747,2.65
0,0.4524647887323944,0.029397186105921378,0.0768266273819588,0.0
0,0.4524647887323944,0.11758874442368551,0.25598401920453284,0.38
0,0.4524647887323944,0.23517748884737102,0.10724414951108288,0.02
